"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"UGT2B15",-1.15040398667806,3.78666666953999,-5.42704020813735,7.1999650226531e-08,2.23664413532961e-07,7.2218554498078
"TFR2",0.781537464292034,4.91046479108769,5.42586493459626,7.24613239947837e-08,2.25057132444204e-07,7.21568809158251
"GCOM1",-0.645028200974901,6.90404718227965,-5.42233941253589,7.38635211558076e-08,2.29201156263605e-07,7.19719513354959
"TMEM100",-0.79133048809816,4.36555219305826,-5.41946887781009,7.50246183276781e-08,2.32547360429386e-07,7.18214624522026
"SLC30A8",-1.67174860581256,4.55612603571855,-5.41043139010552,7.87969551579011e-08,2.43702668024574e-07,7.13481590864456
"DPEP1",-0.710852186830267,3.97960254608729,-5.4102766018732,7.88631411844864e-08,2.43862646878688e-07,7.1340059137591
"CTAG1B",0.825750446501847,0.904475940534084,5.40718855077256,8.01948873794007e-08,2.47844378899321e-07,7.11785094480192
"FERMT1",1.01279421390146,4.82872238384201,5.40313138134729,8.19777633948901e-08,2.52983527841687e-07,7.09663930107353
"CD3G",-0.807680281273574,4.40127508989737,-5.3993596045909,8.36696658953206e-08,2.58015892361416e-07,7.07693320568294
"PCDHGB6",-0.610389993458234,5.17718921574145,-5.39702756172857,8.47326372516203e-08,2.61150571500105e-07,7.06475566088456
"FCRL6",-0.635862158364661,3.64477873562828,-5.39437068894563,8.5959631322778e-08,2.64738711150228e-07,7.05088795155709
"TPD52L1",0.602952422133111,9.74947036250872,5.3915890358234,8.72627095590935e-08,2.68403588007847e-07,7.03637584232303
"NPIPB13",-0.763768675415978,3.674502588008,-5.38522874896702,9.03145910495841e-08,2.77391290848886e-07,7.00322023025303
"PCSK5",-0.602371565470963,6.09532283689405,-5.37929050571084,9.32572143286606e-08,2.86012533124725e-07,6.97229800748753
"SCN1A",0.80593513118595,1.11788158687661,5.37918827275928,9.33086797528882e-08,2.86118342551356e-07,6.97176593141656
"CLDN2",0.679897578620059,2.35512209362474,5.37861796374728,9.35962865510922e-08,2.86948077201267e-07,6.96879790708129
"MGAM",-0.961981707127626,3.82548804875285,-5.37787572355435,9.39718857043087e-08,2.88047228717406e-07,6.96493555630072
"FGFR2",-0.703561335298716,9.21153380770509,-5.3775841411822,9.41198358941471e-08,2.8844830680625e-07,6.96341840413326
"CLEC4F",-0.706607335803107,2.90579930381373,-5.37448871156981,9.57044604952881e-08,2.93144883082643e-07,6.94731714651835
"COX6C",-0.620695032620729,12.6264260128139,-5.37051683905979,9.77756814248566e-08,2.99108809582842e-07,6.92666977239745
"LGALS7B",0.916607660926334,1.82409627849891,5.36842598235222,9.88833971341651e-08,3.02387759323245e-07,6.91580645202286
"ANGPTL7",-0.778581735020099,1.56457392573626,-5.36548673741432,1.00461175120418e-07,3.06989983403851e-07,6.90054196707913
"CNR2",-0.658240077987046,1.67198782057213,-5.36541592984845,1.00499483854201e-07,3.07043221496336e-07,6.90017433691775
"GALNT13",0.838285158672373,3.9105501986204,5.36282841860285,1.01909149868483e-07,3.10907708489864e-07,6.88674321765653
"CXCL6",0.734851700687795,1.65397137405306,5.36209358469438,1.02312966735567e-07,3.12083230963164e-07,6.88292999431331
"KLF5",0.714265140223485,8.29944831063927,5.35977242380009,1.03598739687407e-07,3.1560562587213e-07,6.87088819100898
"CACNA1G",-0.727346624802315,3.48622051098986,-5.34731636229076,1.10770661707694e-07,3.36542462565349e-07,6.80635222033774
"RASGRP1",-0.703111928404499,7.67356886711837,-5.34516255691371,1.12058625948032e-07,3.40271646851558e-07,6.79520753135918
"DUOX2",0.664362515550146,2.99151090502099,5.34028318156432,1.15030379800855e-07,3.48981355521031e-07,6.76997527921322
"TMEM61",0.683490524289371,4.54332657578409,5.33933127670446,1.15618969354399e-07,3.50577834980573e-07,6.76505531925268
"RGS7",-0.692238150481604,1.63305552912619,-5.33498733894099,1.1834220392363e-07,3.58384138834983e-07,6.74261400541874
"SFRP4",-0.800051767575685,10.3825388898963,-5.33389885166549,1.19034260534766e-07,3.60415225120076e-07,6.73699344857614
"RANBP3L",-0.955290440839927,4.61561302709525,-5.3320652935565,1.20208907615098e-07,3.63775924444398e-07,6.72752806190994
"CALCR",-0.589223843572253,2.30073536791757,-5.33117926376743,1.20780549859858e-07,3.65440253567726e-07,6.72295520670694
"WNT5B",0.596092455587986,6.40351345988123,5.32884431341623,1.22299642783891e-07,3.69771150152443e-07,6.71090781846679
"PYY",-0.904329231850568,1.9754636276695,-5.31751615367659,1.29936311649825e-07,3.91947039165499e-07,6.65252988775455
"EPHB6",0.724152047649598,6.15262933222943,5.31493759559346,1.31738083509892e-07,3.97097904985581e-07,6.63925807632079
"SHC2",-0.653985224171131,7.95434236683352,-5.31321319273361,1.32956494525429e-07,4.00412728602028e-07,6.63038598517553
"GFAP",-0.805765303890282,2.70267133963675,-5.3126707674561,1.33342007987241e-07,4.0139402805713e-07,6.62759575720643
"TPH1",-0.815601710417011,2.02445735119241,-5.31105700929722,1.34495355594187e-07,4.04541496717669e-07,6.61929619895953
"ABCC2",0.728277602770068,3.38608433268456,5.31081022116009,1.34672584106744e-07,4.05002341469371e-07,6.61802717750946
"SEC14L2",-0.748896807185902,9.79052163143728,-5.31020633519982,1.35107213683868e-07,4.06164555931984e-07,6.6149221406262
"BCL11A",1.0421377005927,5.39215769488273,5.30623000864138,1.3800318118896e-07,4.14648788660575e-07,6.59448515042741
"ISG15",0.758193127770793,10.1075451490364,5.29698698070655,1.44969154479383e-07,4.34340875874007e-07,6.54703495529449
"COL11A2",0.856620954527359,3.56814667152766,5.29561388080763,1.46032617886714e-07,4.37294051963677e-07,6.53999264954654
"DMRT2",-0.637024388154588,3.22539390204024,-5.29528264471598,1.46290288755567e-07,4.37910138420772e-07,6.53829407595845
"MS4A14",-0.718087992012222,6.04000084044963,-5.28951673717516,1.5084682003532e-07,4.50829633155357e-07,6.50874267433131
"SH2D2A",0.653623125434789,5.62526055163959,5.28890076089193,1.51341647465121e-07,4.52068169411843e-07,6.50558747424221
"CRHR1",0.858880199597331,2.88461309691403,5.28886028626849,1.51374216616805e-07,4.52085383963595e-07,6.50538016423625
"PTPRC",-0.629071214096044,9.45900533668791,-5.28548232227853,1.54116457856109e-07,4.59949400414665e-07,6.48808360129355
"IL20",-1.19754563816107,4.12658709761962,-5.28421675103427,1.55156191720861e-07,4.62888585418771e-07,6.48160604597917
"MUC16",1.3951120766776,5.56005333443322,5.28127262728397,1.576012977452e-07,4.69767742395334e-07,6.46654285118104
"EOMES",-0.770586019425298,4.31313388641635,-5.2770695075429,1.61156774907389e-07,4.80026317346012e-07,6.44505192971874
"TNNT2",0.847964260378955,2.17659186589783,5.26721865804581,1.69796771642848e-07,5.04514191993768e-07,6.39474704319327
"CCR7",-0.756691480296229,6.18764510602589,-5.2669883099415,1.70004078347416e-07,5.05041180434942e-07,6.39357179814853
"PITX1",0.914472127096557,8.38264105648554,5.26574917478505,1.71123476685135e-07,5.08187609490193e-07,6.38725051584184
"DUSP15",-0.846730544601474,4.69305296428162,-5.26185737536975,1.746858169659e-07,5.18219226583975e-07,6.36740616543846
"OCA2",0.831537920124429,1.38738184358962,5.25830431944296,1.78000715013556e-07,5.27681852470314e-07,6.34930118763693
"SGSM1",-0.648946111560166,5.49886549984555,-5.25420984272824,1.81896298609269e-07,5.38756774858681e-07,6.32845168370316
"MMP8",0.715160783977939,1.66166988074381,5.25231225325174,1.83729581514413e-07,5.43709316062568e-07,6.31879416785245
"FGFR3",-0.884841374095212,8.00691871608357,-5.24996123581578,1.8602574791312e-07,5.50311215322711e-07,6.30683356966136
"LRRIQ1",-0.845461266696902,3.45203281141378,-5.24964005418011,1.86341584997134e-07,5.51148865481703e-07,6.30519997901247
"AK5",-0.943480068737451,6.34062388756341,-5.24877802504683,1.87191838320918e-07,5.53469557027049e-07,6.30081600280776
"XAGE2",0.617719419465541,0.368818355168791,5.24640135523197,1.89555539683618e-07,5.60163689638026e-07,6.28873262475699
"ELOVL4",0.59202859552758,5.13431061991457,5.2445522050588,1.91414560362134e-07,5.6526117326342e-07,6.27933482314368
"MAPK4",1.04866245324951,3.13010614743746,5.24296030116063,1.93029088519219e-07,5.69729712614039e-07,6.27124691557521
"ADAMTS8",-0.778696885304111,3.959083248289,-5.24197082323782,1.94039264209423e-07,5.72611057023959e-07,6.26622089434732
"HMGCLL1",-0.878383168234773,3.61794393626498,-5.2372542104813,1.98925296655564e-07,5.86516630786028e-07,6.24227534529641
"KRT23",1.09912002462547,8.41686978596771,5.23453335278526,2.01797831664619e-07,5.94570305909119e-07,6.22847122547694
"TSLP",-0.638363521823879,2.55249749457794,-5.23183955127677,2.0468133565603e-07,6.02855523199258e-07,6.21481105928053
"ADH1C",-0.928205076923415,3.22030093767212,-5.2302913553302,2.06356562818952e-07,6.07683504791624e-07,6.20696322626442
"LY9",-0.758422311258109,4.84571204125275,-5.22957397952033,2.07137292049869e-07,6.09876122629371e-07,6.20332758046099
"RALGAPA2",-0.62537855790521,8.33455819067433,-5.21831768184898,2.19768540711368e-07,6.45826178619486e-07,6.14634268924803
"RORB",-0.64525923089122,2.53369074916961,-5.21087127686088,2.28530817722044e-07,6.70057760932244e-07,6.10870920465708
"ZG16B",-0.822842346185908,9.73141456780772,-5.20993170901055,2.29660151929716e-07,6.73134943047386e-07,6.10396432418377
"MPPED1",-0.733864933491964,1.39418187015485,-5.20631962251388,2.3405227852298e-07,6.85055827367244e-07,6.08573058766807
"NBEAL1",-0.594407263345516,7.09750883566203,-5.20471174855111,2.36033417661298e-07,6.90494985057727e-07,6.07761792410656
"CKB",0.718987054383884,8.73350727355343,5.20253534844116,2.38740928523419e-07,6.98173358686918e-07,6.06664049257672
"TM4SF19",0.752648483864348,3.49867935674682,5.20236070879661,2.38959483457943e-07,6.98691346830481e-07,6.06575982511853
"GPLD1",-0.586241712006198,3.29964156873394,-5.19032123234682,2.54502261559673e-07,7.41437319261338e-07,6.00511499975967
"EFHD1",-0.594235195152578,12.1256762204263,-5.18773715854544,2.5796351841377e-07,7.50872409052163e-07,5.99211593730614
"MAGEA12",0.912298581391889,0.988478252323215,5.18618111282836,2.60069696200022e-07,7.56872377293076e-07,5.98429127919594
"FAM171A1",0.589779406096273,8.2492946890168,5.18149089737147,2.66519240603049e-07,7.74306114172337e-07,5.96071973185583
"COLEC12",-0.592983199010741,8.92744992818947,-5.17100428301586,2.81504001620024e-07,8.15452591432791e-07,5.90809038178322
"SIGLEC15",-0.803246173824629,3.56602877447327,-5.16474216081026,2.90837413254539e-07,8.41333271790361e-07,5.87671072949076
"TCF7L1",0.589022660315511,8.67948296187805,5.14870299539419,3.16128500172288e-07,9.11212981610944e-07,5.79650239302933
"OSM",0.598620836721064,5.15951510082049,5.14723330676933,3.18549514571992e-07,9.17425057907544e-07,5.78916462819624
"PLA2G4F",-0.767543963849293,5.77822438166985,-5.14312952515928,3.25404962294305e-07,9.36351252191342e-07,5.76868604947443
"SPERT",0.601985459786163,1.0657727156414,5.14203278098268,3.27261116155498e-07,9.4137109397279e-07,5.76321572837517
"TTYH1",1.04904906499711,4.70319111915849,5.13166609210697,3.45319149575956e-07,9.89265747850944e-07,5.71156357467567
"UGT8",0.993476984751568,4.01468588328904,5.12430157175033,3.58728934608469e-07,1.0262872743294e-06,5.6749298055959
"TM4SF1",0.613132421852013,11.8428577534028,5.1229670640929,3.6121217142147e-07,1.03321629427122e-06,5.6682968242381
"SARDH",-0.652723070809713,6.38128019934793,-5.11882599300294,3.69024061788365e-07,1.05413123341138e-06,5.6477246463206
"LCN12",-0.740925238793202,3.90464358671111,-5.11317286859329,3.79952429038606e-07,1.08443014312677e-06,5.61966629986327
"ABHD12B",-0.91499712497421,2.44606208348449,-5.11153466191961,3.83177358717612e-07,1.0930795255028e-06,5.61154082786176
"SOX6",0.78804948893081,4.78002281361835,5.10635217369508,3.93554632143755e-07,1.12173379602914e-06,5.58585205575816
"CLSPN",0.62433746852135,6.56425504002351,5.10060570435286,4.05378749894876e-07,1.15368083310447e-06,5.55739661998457
"PNMA2",-0.648610142127518,6.2497505785312,-5.0996607710055,4.07355655976621e-07,1.15891584649894e-06,5.55272039781078
"LRRN1",-0.851613775450518,7.82260551417578,-5.0937824641681,4.19864596355977e-07,1.19369798003094e-06,5.5236486933452
"PNMA6A",0.652869113405978,4.12952023943334,5.08908789110171,4.30120363414715e-07,1.22162006214031e-06,5.50045410259698
"SLC24A2",-0.77438436811805,3.37327410622367,-5.0877877367392,4.33003213971751e-07,1.22939380532552e-06,5.4940339869869
"TNFSF12-TNFSF13",0.979903936267005,5.97934990074026,5.0822600224049,4.45469670643533e-07,1.26308775981896e-06,5.4667557111388
"GRHL3",0.733063381697432,5.47032648033894,5.07479850399541,4.62848475031294e-07,1.31082108000047e-06,5.42997909499556
"GPR12",0.912371989228532,2.0723121512881,5.07456558529406,4.63401378458998e-07,1.31216659632488e-06,5.42883190190359
"RDH5",-0.614073240709105,4.80886267090919,-5.07372573190594,4.65400329067216e-07,1.31738444943246e-06,5.42469579203818
"COL28A1",-0.703602614781633,3.25666813551543,-5.05595639001396,5.096992382967e-07,1.43675040178403e-06,5.33733768933399
"NPW",0.884445585488545,2.57355902321661,5.05179752467812,5.2064079620341e-07,1.46636723914003e-06,5.31693379336996
"CTNND2",-0.987140255391354,6.84058907057536,-5.05131725294534,5.21918857226661e-07,1.46972141044041e-06,5.3145785491979
"CA6",0.740131546142,0.873149058459488,5.04253573877209,5.45828730371066e-07,1.53525709434757e-06,5.27155165178971
"SAMD3",-0.652126667793533,4.39377690376202,-5.04104281041534,5.49997420006651e-07,1.54672444362384e-06,5.26424380368491
"DHRS2",-1.56550209297131,7.31603223272492,-5.03689245694359,5.61748578248835e-07,1.57924483616713e-06,5.24393872423468
"ARMC4",-0.785995860684523,2.55793442283273,-5.03261301750157,5.74118941131141e-07,1.61214051651294e-06,5.2230187444446
"ABCC11",-1.35538441927749,7.60273407243701,-5.02907729350884,5.84537518427069e-07,1.64003081821203e-06,5.20574715179876
"HS6ST2",0.848360471811812,5.51910941814607,5.02744197052996,5.8941777210968e-07,1.65262356219946e-06,5.19776269347935
"CA14",-0.61307342767299,3.65628113480554,-5.02509332692862,5.96495643857453e-07,1.67135720778467e-06,5.1862997662408
"ZFP42",0.691531063808616,0.786527113780608,5.0155217896612,6.26198379604025e-07,1.74935161040614e-06,5.13963700099721
"PDZRN4",-0.789898088272091,3.51873675945349,-5.01446825611423,6.29553648693527e-07,1.75785137172456e-06,5.13450602264898
"CLGN",-0.978606656232494,7.26440144539029,-5.00606246639007,6.56952913358795e-07,1.83132411302414e-06,5.09360436890927
"CST6",0.828976560924814,5.08003259619845,4.99594329084662,6.9146561737446e-07,1.92498640426218e-06,5.04445209799626
"LAMC2",0.829432044247797,9.43553484349834,4.9934705356403,7.00161607316575e-07,1.94823057373272e-06,5.03245546235343
"SPAG6",-1.18302834713287,2.8075146859068,-4.98347764476318,7.36391089603976e-07,2.04398218008082e-06,4.98403222064871
"ROBO2",-1.14269301783712,4.74104884563739,-4.98030045499069,7.48284327010953e-07,2.07562749589469e-06,4.96865561938966
"SCD",0.630348785235087,13.0997444045365,4.97650308137224,7.6274232759517e-07,2.11503606624343e-06,4.9502897578859
"UHMK1",-0.64352010478405,8.94410757403369,-4.96740762912924,7.98476280932481e-07,2.21012678121226e-06,4.90635410931149
"KCNQ4",0.700788751703741,2.58759835291842,4.96352837780321,8.14203439422575e-07,2.25217992551447e-06,4.887638616264
"FGF2",-0.66841730782478,6.81494338351794,-4.96314205290001,8.15785927722356e-07,2.25577661407208e-06,4.88577554889198
"CYP4F8",-1.32587820769516,3.43138995046841,-4.96122640024093,8.23676875540218e-07,2.27689075659495e-06,4.87653927514768
"CLIC6",-1.19870493111322,7.87248892210819,-4.95741976795326,8.39576210447897e-07,2.31894084330229e-06,4.85819575658013
"GSTM5",-0.777211725801898,4.86495613387099,-4.95660901110402,8.43000568786665e-07,2.32801778165828e-06,4.85429058664217
"PARP15",-0.617275685414929,3.70938735063791,-4.95421796881709,8.5317813697859e-07,2.35496714895972e-06,4.84277719996956
"CDH7",-0.809083430992612,1.8429538798652,-4.95265769377276,8.5988329895061e-07,2.37231013198136e-06,4.83526698777602
"ITK",-0.738835261819153,5.91446589920389,-4.95209585274557,8.6231019017413e-07,2.37861651247738e-06,4.83256317906391
"SAMD5",-0.625433081669227,5.7218379707441,-4.94737998551205,8.8294262207399e-07,2.43314171916304e-06,4.80988000573284
"SLC16A9",-0.633655294954922,5.64999861918749,-4.94553078743968,8.9116232040986e-07,2.45458966743627e-06,4.80099103458497
"COL17A1",-1.14412426727497,7.39885609002668,-4.93982798349933,9.16978650786011e-07,2.52363657726927e-06,4.77359795506416
"IGFL3",0.612437906899111,1.39607503170966,4.93793485755856,9.25707077160892e-07,2.5472425936235e-06,4.76451108790717
"WNT4",-0.699113959265855,6.87032860771923,-4.93169029269924,9.55069807748397e-07,2.62418577837679e-06,4.73456113517101
"CACNA2D3",-0.628428920997339,3.05340857385347,-4.93078664498983,9.59392552560458e-07,2.63563371867277e-06,4.73023008134609
"ENTPD8",-0.864257494498711,4.76310484564711,-4.92283839331228,9.98235730655598e-07,2.73565901811938e-06,4.69216780342631
"THPO",-0.792558656043203,4.44309051161555,-4.92143871746845,1.00523114970852e-06,2.75348763031251e-06,4.68547114448757
"GCNT3",0.705612968373798,2.11755450441146,4.91953062795764,1.01484372815959e-06,2.77936659230455e-06,4.67634493386034
"CCL21",-1.09038029209245,6.13229740586023,-4.91325753187716,1.04707489643081e-06,2.86345356385692e-06,4.64636506410822
"NR2F1",-0.652811292695189,7.06011629822288,-4.91161088230042,1.05569753022868e-06,2.88516267173987e-06,4.63850156671868
"HOXB2",-0.724499462320502,8.60598856333373,-4.90274129737963,1.10333292238334e-06,3.00998216370026e-06,4.59618846212227
"FOLR1",1.15582913388801,4.80048328352738,4.89967329819003,1.12028718112152e-06,3.05475235402012e-06,4.58156926959564
"CST4",-1.04385861578279,3.76834780770991,-4.8982408088871,1.12828906868054e-06,3.07557703948559e-06,4.57474636098196
"VSNL1",0.698899150838244,5.62684532433496,4.89748271490324,1.13254604215055e-06,3.0861833900257e-06,4.57113634843445
"GATA2",-0.700128917209674,7.47089107498827,-4.89535214964578,1.14459298203664e-06,3.1175001036899e-06,4.56099353394438
"DPYSL5",0.915920944888303,1.58953005286724,4.89155185136038,1.16638840653752e-06,3.17481285930525e-06,4.54291219122371
"ANXA8",1.07678492384485,5.9132916313518,4.88054371419449,1.23180279295958e-06,3.34261530221453e-06,4.49061236374177
"ATP6V0A4",1.09127266424782,4.80011825882147,4.8766681783154,1.25566301272671e-06,3.40352888293731e-06,4.47222635738434
"SCGB1D2",-1.71437728975949,7.36629110889355,-4.87253476634247,1.28160141924766e-06,3.47048939235899e-06,4.45263229574832
"RNF182",0.695713569749121,3.37051593392253,4.8615094455355,1.35333820116105e-06,3.65360153074775e-06,4.40044522899282
"RORC",-0.621197587202232,9.05145440678309,-4.85729092899648,1.3817965179533e-06,3.72744694102405e-06,4.38050718362173
"PCDHA3",-0.740887476124092,4.61149905199559,-4.85028593828681,1.43033013887665e-06,3.85282188023553e-06,4.34743583135745
"MET",0.635875322857755,8.34064464830542,4.84355036923025,1.47854262999951e-06,3.97380421592698e-06,4.3156793679568
"ETV4",0.720091698522836,6.90743965659666,4.84201500838773,1.48974959815213e-06,4.00137394056947e-06,4.30844642905656
"IL20RA",-0.815179552631655,7.58906844226659,-4.83794501192691,1.51985469984299e-06,4.07639146196757e-06,4.28928364520163
"DMRTC2",0.609851395257891,1.05224134952732,4.83726779554142,1.52492046892845e-06,4.0893279867194e-06,4.28609659539222
"RGMA",0.666527364747642,7.42189772045792,4.82184786711933,1.64476442574338e-06,4.39812145872239e-06,4.21364399689953
"FCRL1",-0.739219913903375,2.01732389358611,-4.81970074602363,1.66215456629802e-06,4.44250978773631e-06,4.20357296461039
"KCNA6",-0.586285490439475,3.81224920062078,-4.81105163679426,1.73401561485507e-06,4.62651057499301e-06,4.16304781962464
"ONECUT2",1.03209635727388,4.00903737669611,4.809279008834,1.74910829493934e-06,4.66530308305423e-06,4.15475080005001
"TDRD5",-0.709380681872364,7.04707390003664,-4.80803365322348,1.7597871521093e-06,4.69230202692859e-06,4.14892349343774
"ACSS3",-0.626538128932913,7.52744188856092,-4.80384132135234,1.79619928467698e-06,4.78334137629515e-06,4.12931718896422
"ASRGL1",0.675051723158042,6.96103990253852,4.78618035847053,1.95771070239361e-06,5.19213571251269e-06,4.04690129829083
"HBA2",-0.672265435126456,6.21774713009302,-4.7806180916402,2.01140938690609e-06,5.33036129952407e-06,4.02100466993499
"ITIH2",-0.718156514256926,1.58019995747008,-4.7748074405657,2.06901833103567e-06,5.47786407424122e-06,3.99398232957593
"UPK1B",0.593707578897423,0.738294902995619,4.77048608731449,2.11288754707939e-06,5.58874662507745e-06,3.97390629342828
"CPS1",-0.604313812142608,5.50388972712642,-4.76531469749633,2.16656266724269e-06,5.72085163348176e-06,3.94990399639971
"COL11A1",0.957536328046423,10.6536815348567,4.76480724805647,2.17189971023964e-06,5.73314894556137e-06,3.94755007896951
"PCDH20",-0.784963981245008,4.07639211980691,-4.76117848859304,2.2104349899912e-06,5.83030749236811e-06,3.93072424649868
"CCR2",-0.62893128018916,5.90064966023569,-4.75930924042798,2.23054106153918e-06,5.88150015679459e-06,3.92206169441205
"ATP8A2",-0.715154790248456,3.60164237701114,-4.75828554351798,2.24162660381858e-06,5.90980657705181e-06,3.91731901011645
"FCRL3",-0.790150445790905,3.44897904675053,-4.75699604894565,2.25566587223679e-06,5.94496092128042e-06,3.91134629906675
"COL6A6",-0.745463769062256,4.39120936036324,-4.75400162324602,2.28859436489807e-06,6.02533296101775e-06,3.89748261316605
"CASKIN1",-0.618777113536511,4.76875875190832,-4.75311039664355,2.29848376109717e-06,6.04930222080272e-06,3.89335799468865
"RAMP1",-0.712102703241986,7.32515202658551,-4.74970444768548,2.33665746143379e-06,6.14497553205689e-06,3.8776019862378
"SLC5A1",1.09767470829909,6.05246346091776,4.74797767012028,2.35624325822115e-06,6.19551645617396e-06,3.86961799035022
"IFI27",0.683316784380446,10.9687212702495,4.74775827443581,2.35874300471525e-06,6.2011224901828e-06,3.86860378252393
"SERPINB5",1.09481420331203,6.68849925321215,4.7471326990181,2.36588468396616e-06,6.21795935719017e-06,3.86571215980945
"TNIP3",0.627599616450255,2.36292381788441,4.74432037334022,2.39824833333993e-06,6.29614852767402e-06,3.85271712947968
"MMP7",0.946489376008302,8.74438318449429,4.73354630703233,2.52621798210788e-06,6.614604295645e-06,3.8030010481663
"HSH2D",-0.616814153389037,7.72732520234711,-4.73274061655585,2.53604700267574e-06,6.63524985309255e-06,3.79928759356367
"KCNH8",-0.693013725217738,2.62666454574982,-4.73215611512714,2.54320062662843e-06,6.65184220969115e-06,3.79659398484631
"MNX1",0.844896911978288,3.14192495015451,4.73085014253778,2.55925438535752e-06,6.69175584636504e-06,3.7905767067353
"SLC25A48",-0.819750647812156,2.74844097420265,-4.72939830680846,2.57721551865621e-06,6.73767473603115e-06,3.78388922631614
"CCL13",0.767065543054123,3.59066925628932,4.72226346899075,2.66725828331974e-06,6.96228307509478e-06,3.75105307731006
"IDO1",0.875997401901972,6.4719109804545,4.72122492502208,2.68061436838359e-06,6.99389871949092e-06,3.74627741209357
"KCNA1",-0.645740743585067,2.60363363777748,-4.71757332872614,2.72808757087522e-06,7.11225798157529e-06,3.72949379706627
"AFP",-0.903837507675572,2.12834649899817,-4.71606611496175,2.74791704791951e-06,7.15952742363084e-06,3.72256989951307
"KRT79",0.672077689090337,1.43742683319346,4.70531444272669,2.89344284343449e-06,7.51893891441027e-06,3.6732398113018
"GRIK1",-0.662893525836574,1.43762159615495,-4.70416017939959,2.90949910039362e-06,7.5594981248095e-06,3.66795029814461
"CHRDL2",0.80659192866181,2.72707719525628,4.70155482844809,2.94605587892483e-06,7.64976634304345e-06,3.65601560995352
"HMGCS2",-1.50036834719804,5.99765249214553,-4.69644732100282,3.01900624320035e-06,7.82954640805381e-06,3.63263729753723
"IGFL1",0.723704247969587,2.04352879870727,4.6868188060586,3.16127686751392e-06,8.17964626735537e-06,3.58863131886098
"KCNE1",-0.666807185683406,3.31203457409886,-4.68660482050495,3.16451072963593e-06,8.18675770138212e-06,3.58765430463133
"SH2D1A",-0.705705318896217,5.12199783790657,-4.68437826603386,3.19834870260844e-06,8.26415671357307e-06,3.57749084461666
"C4orf48",0.626507211259486,5.17827762796243,4.68063987700797,3.25594582013866e-06,8.40525428694911e-06,3.56043676721077
"TEX14",-0.754628752027024,4.11357745872267,-4.67156152754308,3.39999244099858e-06,8.76101948318428e-06,3.51907666198594
"CD96",-0.67190444069679,6.4428192695494,-4.66943387305888,3.43462682465289e-06,8.84485897049489e-06,3.50939438126759
"GPRIN2",0.903264887885781,5.49442793012099,4.65579236255248,3.66486996464462e-06,9.40475227536998e-06,3.44741648006024
"SYP",-0.613021420952613,5.64547411546444,-4.65498253812102,3.67899437685022e-06,9.43812597590187e-06,3.44374263618764
"CYP2C8",-0.662743338521889,2.63765018207164,-4.65259638123783,3.72091665219557e-06,9.54277058079049e-06,3.43292116989288
"HPN",-0.805859120808469,8.90819266905067,-4.6522090894293,3.72776408042262e-06,9.55887809279725e-06,3.43116526273651
"CHRNB2",-0.769564286856494,4.05025350920941,-4.65183279402632,3.7344286758579e-06,9.57451195170925e-06,3.42945934518957
"HOXB3",-0.636302760659201,8.08181394881972,-4.6500079187948,3.76691176420774e-06,9.65339111128453e-06,3.4211882323875
"HLA-G",0.600154499962387,5.83679737197065,4.64940773029254,3.7776543748114e-06,9.677979801184e-06,3.41846860097229
"SLC13A2",-0.987617926524758,4.22099516734135,-4.63176975910601,4.10681311130809e-06,1.04877957483663e-05,3.33869580347768
"ZNF486",-0.650511621156124,6.20736684610819,-4.62888055001002,4.1632902666766e-06,1.06207669562095e-05,3.32565619578182
"S100A1",0.933033510011134,8.50002371938482,4.62735128238713,4.1934847333901e-06,1.06880943068798e-05,3.31875744300908
"ACVR1C",-0.636927480282488,4.44995329543074,-4.61828064297994,4.37694533508974e-06,1.11254232217466e-05,3.27788332024598
"SLC34A2",1.23808002118552,6.6963930883583,4.61816109714317,4.37941390925823e-06,1.11300204309283e-05,3.27734513552215
"MMEL1",-0.617672305797216,4.03461545069917,-4.61779624396991,4.38695624611661e-06,1.11441507893895e-05,3.27570268149181
"ZNF488",0.603447525164521,3.25786214443662,4.61711515715774,4.4010692082389e-06,1.11749521525066e-05,3.2726369758103
"BANK1",-0.716925291511901,4.49420774121082,-4.61328940169821,4.48115680833249e-06,1.13629092726699e-05,3.25542454750436
"DLX4",0.594975734112175,4.13420424389965,4.59252097534487,4.94090706217376e-06,1.2487396613751e-05,3.16222398502023
"GALNT5",-0.736729509557586,6.5710651147497,-4.58366953275992,5.15030865582159e-06,1.29757925725174e-05,3.12262464110786
"MPV17L",-0.719035387168995,7.12341051908319,-4.58340406561433,5.156718519313e-06,1.29900011692627e-05,3.12143813219082
"ASTN1",-0.670971814092032,3.20369441477995,-4.58037120499215,5.23049385185591e-06,1.31620827829827e-05,3.10788739591602
"NWD1",0.737888319768789,3.81007688432632,4.5790006509971,5.26416408797225e-06,1.32428590906402e-05,3.10176661928236
"RHBDL1",-0.631830515365912,5.53534969910078,-4.57837618268289,5.27957415852083e-06,1.32776645069272e-05,3.09897837953428
"ADAMTSL5",-0.593156801969269,5.57384349770337,-4.57371255491625,5.39603457177252e-06,1.35584211938235e-05,3.0781668914202
"AREG",-0.948787444891004,7.35116433958822,-4.57230522788674,5.43165956062704e-06,1.364590175629e-05,3.07189067290561
"CTSE",0.622722633288405,1.24597213620876,4.56956037425347,5.50179252669758e-06,1.38118087172901e-05,3.05965485017121
